sample_id,score
160,4.0
161,4.0
162,2.0
163,1.0
164,3.5
165,4.0
166,4.0
167,3.5
168,3.0
169,4.0
170,4.5
171,4.0
172,4.0
173,4.0
174,4.5
175,4.0
176,4.5
177,3.5
178,3.0
179,4.0
180,3.5
181,4.0
182,2.0
183,3.5
184,0.0
185,3.0
186,2.0
187,0.0
188,3.5
189,0.0
190,3.0
191,2.0
192,2.5
193,3.5
194,3.0
195,3.0
196,2.0
197,4.5
198,4.5
199,4.0
200,1.5
201,2.0
202,2.5
203,4.0
204,3.0
205,3.0
206,2.0
207,3.5
208,2.5
209,3.0
210,3.0
211,2.5
212,2.0
213,2.0
214,2.5
215,2.5
216,3.0
217,3.5
218,2.0
219,3.5
220,2.5
221,3.5
222,4.0
223,3.0
224,1.0
225,2.0
226,2.0
227,4.0
228,3.5
229,2.5
230,2.5
231,3.5
232,2.0
233,3.0
234,3.0
235,3.0
236,3.0
237,3.0
238,1.5
239,2.5
