sample_id,score
80,3.0
81,3.0
82,4.0
83,1.0
84,3.5
85,1.5
86,1.0
87,3.0
88,3.5
89,0.0
90,2.5
91,0.5
92,2.0
93,4.0
94,3.5
95,4.5
96,2.5
97,0.0
98,1.0
99,1.5
100,3.5
101,0.0
102,3.0
103,3.5
104,2.5
105,3.0
106,1.5
107,2.0
108,3.0
109,2.0
110,3.0
111,0.0
112,4.0
113,2.0
114,4.5
115,2.5
116,1.0
117,3.5
118,3.0
119,2.0
120,3.5
121,3.5
122,2.5
123,1.5
124,3.0
125,2.5
126,3.0
127,2.0
128,3.5
129,3.0
130,2.5
131,3.0
132,2.5
133,4.0
134,3.0
135,1.0
136,2.0
137,2.5
138,3.0
139,3.5
140,3.0
141,3.5
142,3.0
143,3.5
144,3.5
145,3.5
146,3.0
147,5.0
148,3.0
149,2.5
150,3.0
151,2.5
152,5.0
153,4.5
154,3.0
155,4.5
156,4.0
157,4.0
158,4.0
159,0.0
